"atc_name","atc_code","rxnorm_code","rxnorm_name"
"metformin and pioglitazone","A10BD05","861785","metformin hydrochloride 500 MG / pioglitazone 15 MG Oral Tablet [Actoplus Met]"
"Sulfonylureas","A10BB","865570","glipizide 2.5 MG [Glucotrol]"
"Alpha glucosidase inhibitors","A10BF","209247","acarbose 50 MG Oral Tablet [Precose]"
"metformin and repaglinide","A10BD14","861788","metformin hydrochloride 500 MG / repaglinide 1 MG [PrandiMet]"
"Glucagon-like peptide-1 (GLP-1) analogues","A10BJ","A10BJ04","albiglutide; parenteral"
"metformin; oral","A10BA02","861006","metformin hydrochloride 1000 MG Oral Tablet [Glucophage]"
"metformin and sitagliptin","A10BD07","1243848","24 HR metformin hydrochloride 500 MG / sitagliptin 50 MG Extended Release Oral Tablet [Janumet]"
"metformin and rosiglitazone","A10BD03","861761","metformin hydrochloride 1000 MG / rosiglitazone 2 MG [Avandamet]"
"Dipeptidyl peptidase 4 (DPP-4) inhibitors","A10BH","A10BH52","gemigliptin and rosuvastatin"
"metformin; oral","A10BA02","860976","metformin hydrochloride 500 MG [Glucophage]"
"metformin; oral","A10BA02","583194","metformin Oral Tablet [Metforming]"
"metformin; oral","A10BA02","860981","24 HR metformin hydrochloride 750 MG Extended Release Oral Tablet"
"Glucagon-like peptide-1 (GLP-1) analogues","A10BJ","1551307","dulaglutide 3 MG/ML Auto-Injector"
"Dipeptidyl peptidase 4 (DPP-4) inhibitors","A10BH","A10BH04","alogliptin; oral"
"metformin and empagliflozin","A10BD20","1862701","24 HR empagliflozin 5 MG / metformin hydrochloride 1000 MG Extended Release Oral Tablet [Synjardy]"
"metformin and saxagliptin","A10BD10","1043576","metformin hydrochloride 1000 MG / saxagliptin 5 MG Extended Release Oral Tablet [Kombiglyze]"
"metformin; oral","A10BA02","861008","metformin hydrochloride 500 MG Oral Tablet [Glucophage]"
"Dipeptidyl peptidase 4 (DPP-4) inhibitors","A10BH","1312409","simvastatin 10 MG / sitagliptin 50 MG Oral Tablet"
"metformin and dapagliflozin","A10BD15","1940499","dapagliflozin 2.5 MG / metformin hydrochloride 1000 MG Extended Release Oral Tablet"
"Glucagon-like peptide-1 (GLP-1) analogues","A10BJ","2200654","semaglutide 3 MG Oral Tablet [Rybelsus]"
"Glucagon-like peptide-1 (GLP-1) analogues","A10BJ","1803886","lixisenatide 0.05 MG/ML Pen Injector"
"Dipeptidyl peptidase 4 (DPP-4) inhibitors","A10BH","1312425","simvastatin 40 MG / sitagliptin 50 MG [Juvisync]"
"Glucagon-like peptide-1 (GLP-1) analogues","A10BJ","897126","3 ML liraglutide 6 MG/ML Pen Injector [Victoza]"
"Sulfonylureas","A10BB","564035","chlorpropamide 100 MG [Diabinese]"
"metformin; oral","A10BA02","861026","metformin hydrochloride 100 MG/ML [Riomet]"
"Dipeptidyl peptidase 4 (DPP-4) inhibitors","A10BH","1312415","simvastatin 10 MG / sitagliptin 50 MG Oral Tablet [Juvisync]"
"Sodium-glucose co-transporter 2 (SGLT2) inhibitors","A10BK","1534397","dapagliflozin 10 MG [Farxiga]"
"metformin and canagliflozin","A10BD16","1545150","canagliflozin 150 MG / metformin hydrochloride 1000 MG Oral Tablet"
"metformin and saxagliptin","A10BD10","1043570","24 HR metformin hydrochloride 1000 MG / saxagliptin 5 MG Extended Release Oral Tablet"
"Sulfonylureas","A10BB","566056","glipizide 5 MG [Glibenese]"
"metformin and canagliflozin","A10BD16","1811005","canagliflozin 150 MG / metformin hydrochloride 500 MG Extended Release Oral Tablet [Invokamet]"
"Glucagon-like peptide-1 (GLP-1) analogues","A10BJ","1242961","exenatide 3.08 MG/ML"
"Glucagon-like peptide-1 (GLP-1) analogues","A10BJ","A10BJ01","exenatide; parenteral"
"metformin; oral","A10BA02","876010","metformin hydrochloride 850 MG [Orabet Metformin]"
"Other blood glucose lowering drugs, excl. insulins","A10BX","226911","repaglinide 0.5 MG Oral Tablet [NovoNorm]"
"metformin; oral","A10BA02","2200520","metformin hydrochloride 100 MG/ML Extended Release Suspension [Riomet]"
"Glucagon-like peptide-1 (GLP-1) analogues","A10BJ","1544919","exenatide 3.08 MG/ML Pen Injector"
"Alpha glucosidase inhibitors","A10BF","A10BF03","voglibose; oral"
"phenformin; oral","A10BA01","335360","phenformin hydrochloride 25 MG"
"Dipeptidyl peptidase 4 (DPP-4) inhibitors","A10BH","858034","saxagliptin 5 MG"
"Sodium-glucose co-transporter 2 (SGLT2) inhibitors","A10BK","A10BK03","empagliflozin; oral"
"metformin and canagliflozin","A10BD16","1545164","canagliflozin 50 MG / metformin hydrochloride 500 MG Oral Tablet"
"Other blood glucose lowering drugs, excl. insulins","A10BX","574957","nateglinide 60 MG [Starlix]"
"Other blood glucose lowering drugs, excl. insulins","A10BX","861045","1.5 ML pramlintide acetate 1 MG/ML Pen Injector [Symlin]"
"Glucagon-like peptide-1 (GLP-1) analogues","A10BJ","1534807","albiglutide 60 MG/ML Pen Injector [Tanzeum]"
"Dipeptidyl peptidase 4 (DPP-4) inhibitors","A10BH","1368018","alogliptin 6.25 MG Oral Tablet"
"metformin and linagliptin","A10BD11","1243040","linagliptin 2.5 MG / metformin hydrochloride 850 MG Oral Tablet [Jentadueto]"
"Sulfonylureas","A10BB","153842","glimepiride 3 MG Oral Tablet"
"metformin and ertugliflozin","A10BD23","1992685","ertugliflozin 2.5 MG / metformin hydrochloride 1000 MG Oral Tablet"
"Sulfonylureas","A10BB","865572","glipizide 2.5 MG Extended Release Oral Tablet [Glucotrol]"
"Glucagon-like peptide-1 (GLP-1) analogues","A10BJ","1803895","lixisenatide 0.1 MG/ML [Adlyxin]"
"Glucagon-like peptide-1 (GLP-1) analogues","A10BJ","2200651","semaglutide 3 MG"
"Other blood glucose lowering drugs, excl. insulins","A10BX","440350","guar gum 1000 MG"
"Other blood glucose lowering drugs, excl. insulins","A10BX","213220","repaglinide 2 MG Oral Tablet [Prandin]"
"metformin and sulfonylureas","A10BD02","861747","glyburide 1.25 MG / metformin hydrochloride 250 MG Oral Tablet [Glucovance]"
"metformin and sitagliptin","A10BD07","1243846","24 HR metformin hydrochloride 500 MG / sitagliptin 50 MG Extended Release Oral Tablet"
"metformin and pioglitazone","A10BD05","861784","metformin hydrochloride 500 MG / pioglitazone 15 MG [Actoplus Met]"
"glimepiride and rosiglitazone","A10BD04","847714","glimepiride 1 MG / rosiglitazone 4 MG [Avandaryl]"
"metformin; oral","A10BA02","860995","metformin hydrochloride 1000 MG"
"saxagliptin and dapagliflozin","A10BD21","1925504","dapagliflozin 10 MG / saxagliptin 5 MG Oral Tablet [Qtern]"
"glimepiride and rosiglitazone","A10BD04","847718","glimepiride 2 MG / rosiglitazone 8 MG [Avandaryl]"
"Glucagon-like peptide-1 (GLP-1) analogues","A10BJ","1534822","0.5 ML albiglutide 100 MG/ML Pen Injector [Tanzeum]"
"Sulfonylureas","A10BB","369562","glyburide Oral Tablet [Daonil]"
"Sulfonylureas","A10BB","574612","glyburide 3 MG [Glycron]"
"metformin and sulfonylureas","A10BD02","861757","glyburide 5 MG / metformin hydrochloride 500 MG Oral Tablet [Glucovance]"
"glimepiride and pioglitazone","A10BD06","731461","glimepiride 2 MG / pioglitazone 30 MG [Duetact]"
"Glucagon-like peptide-1 (GLP-1) analogues","A10BJ","A10BJ02","liraglutide; parenteral"
"Dipeptidyl peptidase 4 (DPP-4) inhibitors","A10BH","1100705","linagliptin Oral Tablet [Tradjenta]"
"metformin and empagliflozin","A10BD20","1862687","empagliflozin / metformin Extended Release Oral Tablet [Synjardy]"
"Sulfonylureas","A10BB","881408","glyburide 3 MG [Glynase]"
"metformin and canagliflozin","A10BD16","1545152","canagliflozin 150 MG / metformin hydrochloride 1000 MG [Invokamet]"
"Sulfonylureas","A10BB","372333","glyburide Oral Tablet"
"Sulfonylureas","A10BB","881410","glyburide 6 MG [Glynase]"
"Sulfonylureas","A10BB","199245","glimepiride 1 MG Oral Tablet"
"metformin and dapagliflozin","A10BD15","1593071","dapagliflozin 5 MG / metformin hydrochloride 1000 MG Extended Release Oral Tablet"
"metformin and canagliflozin","A10BD16","1545163","canagliflozin 50 MG / metformin hydrochloride 1000 MG Oral Tablet [Invokamet]"
"Glucagon-like peptide-1 (GLP-1) analogues","A10BJ","1551301","dulaglutide 1.5 MG/ML Auto-Injector"
"Alpha glucosidase inhibitors","A10BF","213170","acarbose 25 MG Oral Tablet [Precose]"
"Sulfonylureas","A10BB","201056","glyburide 2.5 MG Oral Tablet [Libanil]"
"Dipeptidyl peptidase 4 (DPP-4) inhibitors","A10BH","757709","vildagliptin Oral Tablet"
"Dipeptidyl peptidase 4 (DPP-4) inhibitors","A10BH","1312418","simvastatin 20 MG / sitagliptin 50 MG [Juvisync]"
"Sulfonamides (heterocyclic)","A10BC","102848","glymidine"
"Other blood glucose lowering drugs, excl. insulins","A10BX","476732","guar gum 3000 MG"
"Sulfonylureas","A10BB","333394","tolbutamide 50 MG/ML"
"metformin and alogliptin","A10BD13","1368385","alogliptin 12.5 MG / metformin hydrochloride 1000 MG Oral Tablet"
"metformin and sitagliptin","A10BD07","1243850","metformin hydrochloride 500 MG / sitagliptin 50 MG Extended Release Oral Tablet [Janumet]"
"metformin and dapagliflozin","A10BD15","1940500","dapagliflozin 2.5 MG / metformin hydrochloride 1000 MG Extended Release Oral Tablet [Xigduo]"
"Sulfonylureas","A10BB","565408","glimepiride 1 MG [Amaryl]"
"metformin; oral","A10BA02","861009","metformin hydrochloride 850 MG"
"Sulfonylureas","A10BB","440285","glyburide 1.75 MG"
"Sulfonylureas","A10BB","207953","tolazamide 100 MG Oral Tablet [Tolinase]"
"saxagliptin and dapagliflozin","A10BD21","2169274","dapagliflozin 5 MG / saxagliptin 5 MG Oral Tablet"
"Thiazolidinediones","A10BG","261268","pioglitazone 45 MG Oral Tablet [Actos]"
"Sulfonylureas","A10BB","566057","glipizide 2.5 MG [Minidiab]"
"sitagliptin and ertugliflozin","A10BD24","1992837","ertugliflozin 5 MG / sitagliptin 100 MG Oral Tablet [Steglujan]"
"Sodium-glucose co-transporter 2 (SGLT2) inhibitors","A10BK","1992816","ertugliflozin 5 MG Oral Tablet [Steglatro]"
"Other blood glucose lowering drugs, excl. insulins","A10BX","284529","nateglinide 60 MG Oral Tablet [Starlix]"
"metformin and dapagliflozin","A10BD15","1593776","dapagliflozin 10 MG / metformin hydrochloride 1000 MG Extended Release Oral Tablet [Xigduo]"
"Sulfonylureas","A10BB","568742","tolbutamide 500 MG [Orinase]"
"Sulfonylureas","A10BB","565674","glyburide 5 MG [Malix]"
"metformin and alogliptin","A10BD13","1368395","alogliptin / metformin Oral Tablet [Kazano]"
"Sulfonylureas","A10BB","205879","glyburide 5 MG Oral Tablet [Diabeta]"
"Sulfonylureas","A10BB","568684","tolazamide 100 MG [Tolinase]"
"metformin and linagliptin","A10BD11","1243026","linagliptin 2.5 MG / metformin hydrochloride 1000 MG Oral Tablet [Jentadueto]"
"Other blood glucose lowering drugs, excl. insulins","A10BX","A10BX08","mitiglinide; oral"
"Thiazolidinediones","A10BG","316871","troglitazone 400 MG"
"Sulfonylureas","A10BB","379568","glyburide Oral Tablet [Malix]"
"metformin and sulfonylureas","A10BD02","374635","glyburide / metformin Oral Tablet"
"Other blood glucose lowering drugs, excl. insulins","A10BX","284530","nateglinide 120 MG Oral Tablet [Starlix]"
"metformin and sulfonylureas","A10BD02","250919","glyburide 2.5 MG / metformin 400 MG Oral Tablet"
"phenformin and sulfonylureas","A10BD01","372334","glyburide / phenformin Oral Tablet"
"Dipeptidyl peptidase 4 (DPP-4) inhibitors","A10BH","1100704","linagliptin 5 MG [Tradjenta]"
"Dipeptidyl peptidase 4 (DPP-4) inhibitors","A10BH","857974","saxagliptin"
"Dipeptidyl peptidase 4 (DPP-4) inhibitors","A10BH","1312422","simvastatin 20 MG / sitagliptin 50 MG Oral Tablet [Juvisync]"
"Sulfonylureas","A10BB","310539","glyburide 6 MG Oral Tablet"
"metformin and canagliflozin","A10BD16","1811008","canagliflozin 50 MG / metformin hydrochloride 1000 MG Extended Release Oral Tablet"
"Glucagon-like peptide-1 (GLP-1) analogues","A10BJ","1534820","0.5 ML albiglutide 100 MG/ML Pen Injector"
"Alpha glucosidase inhibitors","A10BF","209248","acarbose 100 MG Oral Tablet [Precose]"
"metformin; oral","A10BA02","861012","metformin hydrochloride 850 MG Oral Tablet [Glucophage]"
"Thiazolidinediones","A10BG","72610","troglitazone"
"Sulfonylureas","A10BB","314000","glyburide 1.5 MG Oral Tablet"
"Sulfonylureas","A10BB","669986","glyburide 5 MG [Glyburase]"
"Sulfonylureas","A10BB","310536","glyburide 3 MG Oral Tablet"
"metformin and empagliflozin","A10BD20","1862685","24 HR empagliflozin 10 MG / metformin hydrochloride 1000 MG Extended Release Oral Tablet"
"Sodium-glucose co-transporter 2 (SGLT2) inhibitors","A10BK","1992812","ertugliflozin 5 MG [Steglatro]"
"metformin and repaglinide","A10BD14","861790","metformin hydrochloride 500 MG / repaglinide 2 MG Oral Tablet"
"Dipeptidyl peptidase 4 (DPP-4) inhibitors","A10BH","1368033","alogliptin 12.5 MG"
"metformin and alogliptin","A10BD13","1368383","alogliptin / metformin Oral Tablet"
"Sulfonylureas","A10BB","205876","glyburide 2.5 MG Oral Tablet [Micronase]"
"metformin; oral","A10BA02","861010","metformin hydrochloride 850 MG Oral Tablet"
"Alpha glucosidase inhibitors","A10BF","315248","acarbose 50 MG"
"linagliptin and empagliflozin","A10BD19","1602111","empagliflozin 10 MG / linagliptin 5 MG [Glyxambi]"
"Dipeptidyl peptidase 4 (DPP-4) inhibitors","A10BH","1368009","alogliptin Oral Tablet [Nesina]"
"Glucagon-like peptide-1 (GLP-1) analogues","A10BJ","1990865","exenatide Auto-Injector"
"Sulfonylureas","A10BB","430103","glyburide 1.75 MG Oral Tablet"
"Glucagon-like peptide-1 (GLP-1) analogues","A10BJ","847915","60 ACTUAT exenatide 0.005 MG/ACTUAT Pen Injector"
"Sulfonylureas","A10BB","315991","glyburide 5 MG"
"Thiazolidinediones","A10BG","368230","pioglitazone Oral Tablet [Actos]"
"Sulfonylureas","A10BB","260287","glyburide 6 MG Oral Tablet [Glycron]"
"Sulfonylureas","A10BB","201059","glyburide 2.5 MG Oral Tablet [Malix]"
"Dipeptidyl peptidase 4 (DPP-4) inhibitors","A10BH","665033","sitagliptin 100 MG Oral Tablet"
"Glucagon-like peptide-1 (GLP-1) analogues","A10BJ","1991309","semaglutide Pen Injector [Ozempic]"
"metformin and saxagliptin","A10BD10","1043582","24 HR metformin hydrochloride 500 MG / saxagliptin 5 MG Extended Release Oral Tablet [Kombiglyze]"
"Thiazolidinediones","A10BG","358530","rosiglitazone 2 MG"
"metformin and sitagliptin","A10BD07","1243826","metformin / sitagliptin Extended Release Oral Tablet"
"metformin and repaglinide","A10BD14","861787","metformin hydrochloride 500 MG / repaglinide 1 MG Oral Tablet"
"Sulfonylureas","A10BB","310488","glipizide 10 MG Oral Tablet"
"metformin; oral","A10BA02","861022","metformin hydrochloride 625 MG [Glucophage]"
"Sodium-glucose co-transporter 2 (SGLT2) inhibitors","A10BK","1373459","canagliflozin 100 MG"
"Thiazolidinediones","A10BG","358499","rosiglitazone 4 MG"
"metformin; oral","A10BA02","861024","metformin hydrochloride 100 MG/ML"
"metformin and sulfonylureas","A10BD02","246522","chlorpropamide 125 MG / metformin 400 MG Oral Tablet"
"metformin and empagliflozin","A10BD20","1664321","empagliflozin 5 MG / metformin hydrochloride 500 MG Oral Tablet [Synjardy]"
"Glucagon-like peptide-1 (GLP-1) analogues","A10BJ","1359979","exenatide 0.01 MG/ACTUAT Pen Injector [Byetta]"
"Other blood glucose lowering drugs, excl. insulins","A10BX","139953","pramlintide"
"Glucagon-like peptide-1 (GLP-1) analogues","A10BJ","1991305","semaglutide Pen Injector"
"Sulfonylureas","A10BB","205880","glyburide 5 MG Oral Tablet [Micronase]"
"Sodium-glucose co-transporter 2 (SGLT2) inhibitors","A10BK","1373465","canagliflozin 100 MG [Invokana]"
"Dipeptidyl peptidase 4 (DPP-4) inhibitors","A10BH","1189808","simvastatin 20 MG / sitagliptin 100 MG Oral Tablet"
"Glucagon-like peptide-1 (GLP-1) analogues","A10BJ","2200650","semaglutide 14 MG Oral Tablet [Rybelsus]"
"Sulfonylureas","A10BB","214106","acetohexamide 250 MG Oral Tablet [Dymelor]"
"Sulfonylureas","A10BB","669983","glyburide 1.25 MG Oral Tablet [Glyburase]"
"metformin; oral","A10BA02","861019","metformin hydrochloride 500 MG Extended Release Oral Tablet [Glumetza]"
"Sodium-glucose co-transporter 2 (SGLT2) inhibitors","A10BK","1992809","ertugliflozin Oral Tablet"
"Sulfonylureas","A10BB","105369","chlorpropamide 100 MG Oral Tablet [Diabinese]"
"metformin; oral","A10BA02","1807888","Modified 24 HR metformin hydrochloride 1000 MG Extended Release Oral Tablet"
"Sulfonylureas","A10BB","252960","glyburide 4.5 MG Oral Tablet"
"Glucagon-like peptide-1 (GLP-1) analogues","A10BJ","847910","60 ACTUAT exenatide 0.01 MG/ACTUAT Pen Injector"
"Sulfonylureas","A10BB","197495","chlorpropamide 100 MG Oral Tablet"
"Other blood glucose lowering drugs, excl. insulins","A10BX","861034","pramlintide acetate 1 MG/ML"
"Other blood glucose lowering drugs, excl. insulins","A10BX","200256","repaglinide 1 MG Oral Tablet"
"Sodium-glucose co-transporter 2 (SGLT2) inhibitors","A10BK","A10BK06","sotagliflozin"
"Dipeptidyl peptidase 4 (DPP-4) inhibitors","A10BH","A10BH06","gemigliptin; oral"
"Other blood glucose lowering drugs, excl. insulins","A10BX","368289","repaglinide Oral Tablet [Prandin]"
"phenformin; oral","A10BA01","246811","phenformin hydrochloride 50 MG Extended Release Oral Capsule"
"Sulfonylureas","A10BB","566055","chlorpropamide 250 MG [Diabinese]"
"metformin and saxagliptin","A10BD10","1043575","metformin hydrochloride 1000 MG / saxagliptin 5 MG Extended Release Oral Tablet"
"Dipeptidyl peptidase 4 (DPP-4) inhibitors","A10BH","858040","saxagliptin 5 MG Oral Tablet [Onglyza]"
"metformin and pioglitazone","A10BD05","899988","metformin / pioglitazone Extended Release Oral Tablet"
"Glucagon-like peptide-1 (GLP-1) analogues","A10BJ","A10BJ05","dulaglutide; parenteral"
"phenformin; oral","A10BA01","246812","phenformin hydrochloride 25 MG Oral Tablet"
"metformin and empagliflozin","A10BD20","1664318","empagliflozin / metformin Oral Tablet [Synjardy]"
"Sulfonylureas","A10BB","563154","glyburide 5 MG [Daonil]"
"metformin and rosiglitazone","A10BD03","861816","metformin hydrochloride 500 MG / rosiglitazone 4 MG Oral Tablet"
"metformin and linagliptin","A10BD11","1796094","24 HR linagliptin 5 MG / metformin hydrochloride 1000 MG Extended Release Oral Tablet"
"Sulfonylureas","A10BB","565675","glyburide 5 MG [Diabetamide]"
"metformin and canagliflozin","A10BD16","1811000","canagliflozin 150 MG / metformin hydrochloride 1000 MG Extended Release Oral Tablet"
"metformin; oral","A10BA02","860977","24 HR metformin hydrochloride 500 MG Extended Release Oral Tablet [Glucophage]"
"metformin and empagliflozin","A10BD20","1862702","empagliflozin 5 MG / metformin hydrochloride 1000 MG Extended Release Oral Tablet"
"metformin and dapagliflozin","A10BD15","1593828","dapagliflozin 5 MG / metformin hydrochloride 1000 MG [Xigduo]"
"metformin and linagliptin","A10BD11","1796088","linagliptin / metformin Extended Release Oral Tablet"
"Dipeptidyl peptidase 4 (DPP-4) inhibitors","A10BH","858036","saxagliptin 5 MG Oral Tablet"
"metformin; oral","A10BA02","860997","metformin hydrochloride 1000 MG [Fortamet]"
"metformin and pioglitazone","A10BD05","900001","metformin hydrochloride 1000 MG / pioglitazone 30 MG Extended Release Oral Tablet"
"metformin and empagliflozin","A10BD20","1664325","empagliflozin 12.5 MG / metformin hydrochloride 500 MG Oral Tablet [Synjardy]"
"Glucagon-like peptide-1 (GLP-1) analogues","A10BJ","1534797","albiglutide 60 MG/ML"
"metformin; oral","A10BA02","2200519","metformin Extended Release Suspension [Riomet]"
"metformin and sulfonylureas","A10BD02","429841","glyburide 5 MG / metformin 1000 MG Oral Tablet"
"metformin; oral","A10BA02","105377","metformin hydrochloride 850 MG Oral Tablet [Glucamet]"
"Glucagon-like peptide-1 (GLP-1) analogues","A10BJ","1990871","exenatide 2.35 MG/ML Auto-Injector [Bydureon]"
"Sulfonylureas","A10BB","566720","glipizide 10 MG [Glucotrol]"
"Dipeptidyl peptidase 4 (DPP-4) inhibitors","A10BH","1189806","simvastatin 10 MG / sitagliptin 100 MG [Juvisync]"
"Other blood glucose lowering drugs, excl. insulins","A10BX","573138","repaglinide 2 MG [Prandin]"
"metformin; oral","A10BA02","977566","metformin hydrochloride 850 MG Extended Release Oral Tablet"
"metformin and sulfonylureas","A10BD02","861756","glyburide / metformin Oral Tablet [Glucovance]"
"Sulfonylureas","A10BB","315992","glyburide 6 MG"
"Sulfonylureas","A10BB","310489","24 HR glipizide 2.5 MG Extended Release Oral Tablet"
"Other blood glucose lowering drugs, excl. insulins","A10BX","360988","guar gum 25 MG/ML"
"metformin and saxagliptin","A10BD10","1043580","metformin hydrochloride 500 MG / saxagliptin 5 MG [Kombiglyze]"
"Alpha glucosidase inhibitors","A10BF","205330","miglitol 50 MG Oral Tablet"
"Sulfonylureas","A10BB","432626","carbutamide 500 MG Oral Tablet"
"Sulfonylureas","A10BB","205873","glyburide 1.25 MG Oral Tablet [Micronase]"
"Glucagon-like peptide-1 (GLP-1) analogues","A10BJ","1991311","0.25 MG, 0.5 MG Dose 1.5 ML semaglutide 1.34 MG/ML Pen Injector [Ozempic]"
"Dipeptidyl peptidase 4 (DPP-4) inhibitors","A10BH","596554","vildagliptin"
"Alpha glucosidase inhibitors","A10BF","213486","miglitol 50 MG Oral Tablet [Glyset]"
"Alpha glucosidase inhibitors","A10BF","A10BF02","miglitol; oral"
"metformin and empagliflozin","A10BD20","1664315","empagliflozin 5 MG / metformin hydrochloride 500 MG Oral Tablet"
"Sodium-glucose co-transporter 2 (SGLT2) inhibitors","A10BK","1486981","dapagliflozin 5 MG Oral Tablet [Farxiga]"
"metformin; oral","A10BA02","875865","metformin hydrochloride 850 MG [Glucamet]"
"pioglitazone and alogliptin","A10BD09","1368440","alogliptin 25 MG / pioglitazone 45 MG [Oseni]"
"Glucagon-like peptide-1 (GLP-1) analogues","A10BJ","1359640","exenatide 0.005 MG/ACTUAT Pen Injector"
"Thiazolidinediones","A10BG","261266","pioglitazone 15 MG Oral Tablet [Actos]"
"metformin and ertugliflozin","A10BD23","1992698","ertugliflozin 7.5 MG / metformin hydrochloride 1000 MG Oral Tablet"
"Dipeptidyl peptidase 4 (DPP-4) inhibitors","A10BH","1368006","alogliptin 25 MG Oral Tablet"
"Thiazolidinediones","A10BG","574472","rosiglitazone 8 MG [Avandia]"
"metformin and dapagliflozin","A10BD15","1593833","24 HR dapagliflozin 5 MG / metformin hydrochloride 1000 MG Extended Release Oral Tablet [Xigduo]"
"metformin and saxagliptin","A10BD10","1043561","metformin / saxagliptin Extended Release Oral Tablet"
"pioglitazone and alogliptin","A10BD09","1368419","alogliptin 12.5 MG / pioglitazone 45 MG [Oseni]"
"Sulfonylureas","A10BB","317637","glimepiride 2 MG"
"metformin and empagliflozin","A10BD20","1862688","24 HR empagliflozin 10 MG / metformin hydrochloride 1000 MG Extended Release Oral Tablet [Synjardy]"
"metformin and linagliptin","A10BD11","1796093","linagliptin 2.5 MG / metformin hydrochloride 1000 MG Extended Release Oral Tablet [Jentadueto]"
"Other blood glucose lowering drugs, excl. insulins","A10BX","440351","guar gum Oral Tablet"
"Sulfonylureas","A10BB","201921","glipizide 5 MG Oral Tablet [Glibenese]"
"Sulfonylureas","A10BB","378822","glibornuride Oral Tablet"
"Sulfonylureas","A10BB","573946","acetohexamide 500 MG [Dymelor]"
"Sulfonylureas","A10BB","565409","glimepiride 3 MG [Amaryl]"
"Dipeptidyl peptidase 4 (DPP-4) inhibitors","A10BH","665040","sitagliptin 25 MG Oral Tablet [Januvia]"
"linagliptin and empagliflozin","A10BD19","1602118","empagliflozin 25 MG / linagliptin 5 MG Oral Tablet"
"metformin and empagliflozin","A10BD20","1862690","empagliflozin 10 MG / metformin hydrochloride 1000 MG Extended Release Oral Tablet [Synjardy]"
"Sodium-glucose co-transporter 2 (SGLT2) inhibitors","A10BK","1545654","empagliflozin 10 MG"
"Dipeptidyl peptidase 4 (DPP-4) inhibitors","A10BH","1100701","linagliptin Oral Tablet"
"Dipeptidyl peptidase 4 (DPP-4) inhibitors","A10BH","665041","sitagliptin 50 MG"
"Sulfonylureas","A10BB","369297","tolbutamide Oral Tablet [Orinase]"
"Thiazolidinediones","A10BG","312859","rosiglitazone 2 MG Oral Tablet"
"Thiazolidinediones","A10BG","574496","pioglitazone 30 MG [Actos]"
"Thiazolidinediones","A10BG","565367","troglitazone 300 MG [Romozin]"
"Sulfonylureas","A10BB","374152","tolbutamide Oral Tablet"
"metformin and empagliflozin","A10BD20","1664324","empagliflozin 12.5 MG / metformin hydrochloride 500 MG [Synjardy]"
"Other blood glucose lowering drugs, excl. insulins","A10BX","861040","pramlintide acetate 0.6 MG/ML [Symlin]"
"Sulfonylureas","A10BB","102845","glyburide 5 MG Oral Tablet [Daonil]"
"Sulfonylureas","A10BB","314006","24 HR glipizide 5 MG Extended Release Oral Tablet"
"Sulfonylureas","A10BB","379802","glipizide Oral Tablet [Minidiab]"
"Glucagon-like peptide-1 (GLP-1) analogues","A10BJ","1653614","exenatide Injection [Bydureon]"
"metformin and saxagliptin","A10BD10","1043569","metformin hydrochloride 1000 MG / saxagliptin 2.5 MG Extended Release Oral Tablet [Kombiglyze]"
"Dipeptidyl peptidase 4 (DPP-4) inhibitors","A10BH","1312423","simvastatin 40 MG / sitagliptin 50 MG Oral Tablet"
"Glucagon-like peptide-1 (GLP-1) analogues","A10BJ","1360495","liraglutide 6 MG/ML Pen Injector [Victoza]"
"Sodium-glucose co-transporter 2 (SGLT2) inhibitors","A10BK","1534344","dapagliflozin 5 MG [Farxiga]"
"Sodium-glucose co-transporter 2 (SGLT2) inhibitors","A10BK","1488573","dapagliflozin 5 MG"
"Other blood glucose lowering drugs, excl. insulins","A10BX","200258","repaglinide 2 MG Oral Tablet"
"Sulfonylureas","A10BB","669987","glyburide 5 MG Oral Tablet [Glyburase]"
"metformin; oral","A10BA02","860999","metformin hydrochloride 1000 MG Extended Release Oral Tablet"
"metformin and alogliptin","A10BD13","1368387","alogliptin 12.5 MG / metformin hydrochloride 1000 MG [Kazano]"
"Glucagon-like peptide-1 (GLP-1) analogues","A10BJ","847916","exenatide 0.005 MG/ACTUAT [Byetta]"
"Glucagon-like peptide-1 (GLP-1) analogues","A10BJ","1653619","exenatide Pen Injector [Bydureon]"
"Glucagon-like peptide-1 (GLP-1) analogues","A10BJ","1653597","liraglutide Pen Injector [Victoza]"
"Sodium-glucose co-transporter 2 (SGLT2) inhibitors","A10BK","1992818","ertugliflozin 15 MG"
"metformin and sitagliptin","A10BD07","1243844","metformin hydrochloride 1000 MG / sitagliptin 50 MG Extended Release Oral Tablet"
"Dipeptidyl peptidase 4 (DPP-4) inhibitors","A10BH","858041","saxagliptin 2.5 MG"
"phenformin and sulfonylureas","A10BD01","246523","chlorpropamide 200 MG / phenformin 25 MG Oral Tablet"
"metformin; oral","A10BA02","861023","metformin hydrochloride 625 MG Oral Tablet [Glucophage]"
"Glucagon-like peptide-1 (GLP-1) analogues","A10BJ","2200652","semaglutide 3 MG Oral Tablet"
"glimepiride and rosiglitazone","A10BD04","706895","glimepiride 2 MG / rosiglitazone 8 MG Oral Tablet"
"Glucagon-like peptide-1 (GLP-1) analogues","A10BJ","1551300","0.5 ML dulaglutide 1.5 MG/ML Auto-Injector [Trulicity]"
