ATC_NAME,ATC_CODE,ATC_TYPE,RXNORM_NAME,RXNORM_CODE,RXNORM_TYPE,MEDICATION_CLASS
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,carbinoxamine maleate 0.8 MG/ML [Palgic],1012902,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,carbinoxamine maleate 4 MG Oral Tablet [Palgic],1012906,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,carbetapentane / dexchlorpheniramine / phenylephrine Oral Solution,1009465,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,diphenhydramine hydrochloride 50 MG Oral Capsule,1020477,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,diphenhydramine hydrochloride 50 MG [Banophen],1020478,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,acetaminophen 163 MG / chlorpheniramine maleate 2 MG / phenylephrine hydrochloride 5 MG Oral Tablet,1020199,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,chlorpheniramine maleate 2 MG / dextromethorphan hydrobromide 10 MG / pseudoephedrine hydrochloride 30 MG Chewable Tablet,1014456,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,chlorpheniramine maleate 2 MG / pseudoephedrine hydrochloride 30 MG Chewable Tablet,1013611,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,chlorpheniramine maleate 2 MG / pseudoephedrine hydrochloride 30 MG Chewable Tablet [Dicel Chewable],1014454,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,chlorpheniramine maleate 2 MG / pseudoephedrine hydrochloride 30 MG [Dicel Chewable],1014452,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,loratadine 10 MG Oral Tablet [Alavert],997953,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,chlorpheniramine maleate 0.333 MG/ML / codeine phosphate 1 MG/ML / pseudoephedrine hydrochloride 5 MG/ML Oral Suspension,995108,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,promethazine hydrochloride 6.25 MG,992905,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,guaiacolsulfonic acid 8.8 MG/ML / phenylephrine hydrochloride 1 MG/ML / promethazine hydrochloride 1 MG/ML Oral Solution,992910,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,acetaminophen / dextromethorphan / doxylamine / phenylephrine Powder for Oral Solution,1804346,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,acetaminophen / chlorpheniramine / phenylephrine Powder for Oral Solution,1805027,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,chlorpheniramine / dextromethorphan Powder for Oral Solution,1805034,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,brompheniramine maleate 0.4 MG/ML / codeine phosphate 1.5 MG/ML / pseudoephedrine hydrochloride 6 MG/ML [Mar-cof BP],1805527,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,codeine phosphate 2 MG/ML / phenylephrine hydrochloride 1 MG/ML / promethazine hydrochloride 1.25 MG/ML Oral Solution,996757,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,acetaminophen 325 MG / chlorpheniramine maleate 2 MG / codeine phosphate 16 MG / phenylephrine hydrochloride 10 MG Oral Capsule,993924,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,brompheniramine / chlophedianol / pseudoephedrine Oral Solution,994436,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,chlorpheniramine / codeine / phenylephrine / phenylpropanolamine Oral Solution [T Koff],995209,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,chlorpheniramine / codeine / pseudoephedrine Oral Solution [Codahistine DH],995138,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,chlorpheniramine / codeine / pseudoephedrine Oral Solution [Phenhist DH],995152,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,chlorpheniramine maleate 0.2 MG/ML / codeine phosphate 1 MG/ML / pseudoephedrine hydrochloride 3 MG/ML Oral Suspension [Zodryl DAC],995043,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,meclizine hydrochloride 32 MG [Univert],995693,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,meclizine hydrochloride 25 MG Chewable Tablet [Travel-Ease],995665,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,chlorpheniramine maleate 0.4 MG/ML / hydrocodone bitartrate 0.5 MG/ML / phenylephrine hydrochloride 1 MG/ML Oral Solution [ENDAL HD PLUS],858757,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,meclizine hydrochloride 25 MG [Meni-D],995676,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,meclizine hydrochloride 25 MG [Bonine],995633,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,meclizine hydrochloride 25 MG Oral Tablet [Meclicot],995675,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,meclizine hydrochloride 25 MG Oral Tablet,995666,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,chlorpheniramine maleate 0.25 MG/ML / codeine phosphate 1 MG/ML / pseudoephedrine hydrochloride 0.375 MG/ML Oral Suspension [Zodryl DAC],995077,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,meclizine hydrochloride 25 MG Oral Capsule,995766,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,chlorpheniramine maleate 0.267 MG/ML / codeine phosphate 1 MG/ML Oral Suspension,995082,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,meclizine hydrochloride 25 MG Chewable Tablet [D-Vert],995663,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,meclizine hydrochloride 12.5 MG [Meclicot],995629,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,diphenhydramine hydrochloride 2 MG/ML,996743,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,chlorpheniramine maleate 4 MG / codeine phosphate 10 MG Oral Tablet,995211,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,chlorpheniramine maleate 0.4 MG/ML / codeine phosphate 1 MG/ML Oral Suspension,995123,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,meclizine hydrochloride 30 MG Oral Tablet [Medivert],995684,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,meclizine hydrochloride 25 MG Oral Film [Zentrip],996066,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,dimethindene 2.5 MG Extended Release Oral Tablet,104593,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,carbinoxamine Oral Tablet [Ryvent],1869880,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,diphenhydramine hydrochloride 25 MG / pseudoephedrine hydrochloride 60 MG [Wal-Dryl-D Allergy],1922723,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,acetaminophen / dextromethorphan / guaifenesin / phenylephrine Powder for Oral Solution,1812460,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,doxylamine succinate 20 MG,1861643,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,doxylamine / pyridoxine Extended Release Oral Tablet,1861644,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,doxylamine succinate 20 MG / pyridoxine hydrochloride 20 MG Extended Release Oral Tablet,1861645,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,loratadine Oral Capsule [Wal-itin],1862279,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,diphenylpyraline 5 MG Extended Release Oral Tablet [Lergoban],102447,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,diphenylpyraline 5 MG Extended Release Oral Tablet,102449,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,trimeprazine 10 MG Oral Tablet [Vallergan],102451,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,terfenadine 60 MG Oral Tablet [Terfinax],103955,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,isothipendyl 12 MG Extended Release Oral Capsule,246122,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,chloropyramine 10 MG/ML,332776,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,isothipendyl 4 MG,336725,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,acetaminophen 325 MG / dextromethorphan hydrobromide 10 MG Oral Capsule,1867684,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,cyclizine 50 MG/ML / morphine 15 MG/ML Injectable Solution [Cyclimorph],104934,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,cyclizine 50 MG Oral Tablet [Valoid],141949,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,terfenadine 120 MG Oral Tablet [Histafen],152658,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,terfenadine 60 MG Oral Tablet [Antihistamine brand of terfenadine],152716,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,terfenadine 60 MG Oral Tablet [Seldane],208479,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,dexchlorpheniramine maleate 2 MG Oral Tablet [Polaramine],208842,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,methdilazine 3.6 MG Chewable Tablet [Tacaryl],209474,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,loratadine 10 MG [Claritin],567613,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,loratadine 1 MG/ML [Claritin],571985,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,chlorpheniramine tannate 0.9 MG/ML / pseudoephedrine tannate 15 MG/ML Oral Suspension [Tanafed],214051,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,chlorpheniramine maleate 4 MG / phenylephrine hydrochloride 20 MG Extended Release Oral Tablet [Rescon Reformulated Jun 2008],2184155,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,isothipendyl 4 MG Oral Tablet,246123,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,dexchlorpheniramine tannate 0.7 MG/ML / dextromethorphan tannate 6 MG/ML / pseudoephedrine tannate 7.5 MG/ML Oral Suspension,2173956,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,chlorpheniramine maleate 0.6 MG/ML / pseudoephedrine hydrochloride 9 MG/ML Oral Solution [Histalet],755010,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,12 HR chlorpheniramine maleate 8 MG / methscopolamine nitrate 1.25 MG / phenylephrine hydrochloride 20 MG Extended Release Oral Tablet,2181301,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,12 HR acetaminophen 325 MG / chlorpheniramine maleate 8 MG / phenylephrine hydrochloride 40 MG / phenyltoloxamine citrate 50 MG Extended Release Oral Tablet,2184131,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,12 HR chlorpheniramine maleate 8 MG / phenylephrine hydrochloride 20 MG Extended Release Oral Capsule,2184164,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,24 HR chlorpheniramine maleate 6 MG / methscopolamine nitrate 2.5 MG / pseudoephedrine hydrochloride 120 MG Extended Release Oral Tablet,2184177,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,meclizine Oral Tablet [Dramamine Nausea Relief],2110524,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,{4 (acetaminophen 650 MG / dextromethorphan hydrobromide 20 MG / phenylephrine hydrochloride 10 MG Granules for Oral Solution) / 4 (acetaminophen 650 MG / dextromethorphan hydrobromide 30 MG / doxylamine succinate 12.5 MG Powder for Oral Solution) } Pack,2119242,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,chlorpheniramine / pseudoephedrine Oral Tablet [Chlor-Trimeton Allergy Decongestant SR],2171398,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,chlorpheniramine maleate 2 MG / dextromethorphan hydrobromide 10 MG / phenylpropanolamine hydrochloride 12.5 MG Oral Tablet,2173668,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,chlorpheniramine maleate 2 MG / dextromethorphan hydrobromide 30 MG / phenylephrine hydrochloride 20 MG Extended Release Oral Tablet,2173669,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,chlorpheniramine maleate 8 MG / dextromethorphan hydrobromide 5 MG / phenylephrine hydrochloride 25 MG Extended Release Oral Tablet,2173716,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,dexbrompheniramine maleate 0.1 MG/ML / dextromethorphan hydrobromide 3 MG/ML / guaifenesin 20 MG/ML / pseudoephedrine hydrochloride 3 MG/ML Oral Solution,2173943,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,dexbrompheniramine tannate 0.8 MG/ML,2173944,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,carbinoxamine maleate 6 MG [Ryvent],1869879,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,chlorpheniramine / pseudoephedrine Extended Release Oral Capsule [Decongestamine CM],2166074,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,chlorpheniramine maleate 0.8 MG/ML / pseudoephedrine hydrochloride 12 MG/ML Oral Solution,243040,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,acetaminophen 650 MG / chlorpheniramine maleate 4 MG / phenylephrine hydrochloride 10 MG Oral Tablet,1863583,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,{8 (diphenhydramine hydrochloride 25 MG / phenylephrine hydrochloride 10 MG Oral Tablet) / 12 (phenylephrine hydrochloride 10 MG Oral Tablet) } Pack,1926601,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,{4 (acetaminophen 325 MG / dextromethorphan hydrobromide 10 MG / doxylamine succinate 6.25 MG / phenylephrine hydrochloride 5 MG Oral Capsule) / 12 (acetaminophen 325 MG / dextromethorphan hydrobromide 10 MG / phenylephrine hydrochloride 5 MG Oral Capsule,2048713,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,dexchlorpheniramine maleate 0.25 MG/ML,2049413,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,dexchlorpheniramine maleate 0.2 MG/ML / dextromethorphan hydrobromide 3 MG/ML / guaifenesin 20 MG/ML / phenylephrine hydrochloride 1 MG/ML Oral Solution,2173947,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,12 HR guaifenesin 600 MG / phenylephrine hydrochloride 15 MG Extended Release Oral Tablet,2166098,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,dexchlorpheniramine tannate 0.5 MG/ML / dextromethorphan tannate 5 MG/ML / pseudoephedrine tannate 15 MG/ML Oral Suspension,2173953,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,chlorpheniramine / pseudoephedrine Extended Release Oral Tablet [Chlor-Trimeton Allergy Decongestant SR],2122675,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,chlorpheniramine maleate 4 MG / dextromethorphan hydrobromide 20 MG [Maxichlor],2122548,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,{100 (acetaminophen 250 MG / aspirin 250 MG / caffeine 65 MG Oral Tablet) / 24 (acetaminophen 250 MG / aspirin 250 MG / diphenhydramine citrate 38 MG Oral Tablet) } Pack,2047427,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,diphenhydramine hydrochloride 25 MG Chewable Tablet,2046528,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,dexchlorpheniramine tannate 0.7 MG/ML / dextromethorphan tannate 6 MG/ML / pseudoephedrine tannate 9 MG/ML Oral Suspension,2173957,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,diphenhydramine hydrochloride 25 MG Oral Capsule [Dormin],1919073,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,acetaminophen 33.3 MG/ML / chlorpheniramine maleate 0.133 MG/ML / dextromethorphan hydrobromide 1 MG/ML / pseudoephedrine hydrochloride 2 MG/ML Oral Solution,2049283,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,cyclizine 50 MG/ML / morphine 15 MG/ML [Cyclimorph],563829,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,astemizole 20 MG/ML,437780,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,clemastine 0.05 MG/ML,438686,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,cyproheptadine 2 MG,438865,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,cyproheptadine 0.6 MG/ML,438873,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,dimethindene 0.123 MG/ML,439141,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,dimethindene 1 MG,439143,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,oxatomide 0.05 MG/MG,446926,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,tritoqualine 100 MG,452398,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,diphenhydramine citrate 19 MG,477024,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,chlorpheniramine maleate 6 MG / phenylpropanolamine hydrochloride 40 MG / pseudoephedrine hydrochloride 5 MG Oral Tablet,484899,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,brompheniramine tannate 0.8 MG/ML Oral Suspension,485607,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,chlorothen 0.6 MG/ML / methapyrilene 2.2 MG/ML / pyrilamine 2.2 MG/ML Topical Lotion,486017,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,chloropyramine,20861,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,ketotifen 1 MG [Zaditen],563691,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,azatadine 0.5 MG/ML,434666,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,terfenadine 120 MG [Terfenor Forte],565027,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,terfenadine 60 MG [Antihistamine brand of terfenadine],565031,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,thiethylperazine 5 MG/ML [Torecan],569032,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,dexchlorpheniramine tannate 0.5 MG/ML / pseudoephedrine tannate 15 MG/ML Oral Suspension [Tanafed DP],579758,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,brompheniramine tannate 1.6 MG/ML Extended Release Suspension,584640,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,loratadine 10 MG Oral Tablet [Clear-Atadine],602185,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,carbinoxamine maleate 0.3 MG/ML Oral Solution [Cordron NR],604226,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,brompheniramine maleate 0.4 MG/ML / phenylephrine hydrochloride 1.5 MG/ML Oral Solution [VaZol D],604946,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,loratadine 5 MG Chewable Tablet,665078,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,dexchlorpheniramine maleate 2 MG Extended Release Oral Tablet,701393,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,brompheniramine maleate 1.2 MG/ML / carbetapentane citrate 6 MG/ML / phenylephrine hydrochloride 2 MG/ML Oral Solution,707268,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,brompheniramine maleate 6 MG / phenylephrine hydrochloride 19 MG Extended Release Oral Tablet,731007,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,{10 (acetaminophen 325 MG / diphenhydramine hydrochloride 12.5 MG / phenylephrine hydrochloride 5 MG Oral Tablet) / 20 (dextromethorphan hydrobromide 10 MG / guaifenesin 200 MG / phenylephrine hydrochloride 5 MG Oral Tablet) } Pack,1727571,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,diphenylpyraline 2.5 MG [Histryl Pediatric Spansule],563012,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,antazoline 100 MG,330655,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,dexchlorpheniramine maleate 0.4 MG/ML / guaifenesin 20 MG/ML / pseudoephedrine sulfate 4 MG/ML Oral Solution,243220,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,aspirin 500 MG / cyclizine 13.2 MG Oral Tablet,251906,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,ebastine 10 MG Oral Tablet,252036,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,oxatomide,54236,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,oxatomide 25 MG/ML,337386,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,oxatomide 2.5 MG/ML,337489,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,acetaminophen 180 MG / caffeine 30 MG / chlorpheniramine 2 MG / phenylephrine 5 MG / pyrilamine 10 MG Oral Tablet,308293,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,acetaminophen 300 MG / chlorpheniramine 2 MG / phenylephrine 5 MG Oral Tablet,308304,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,acetaminophen 300 MG / chlorpheniramine maleate 2 MG / phenylephrine hydrochloride 5 MG / pyrilamine maleate 12.5 MG Oral Tablet,308305,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,acetaminophen 300 MG / chlorpheniramine 4 MG / phenylpropanolamine 60 MG / salicylamide 300 MG Extended Release Oral Tablet,308306,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,chlorpheniramine maleate 6 MG Extended Release Oral Capsule,309248,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,buclizine,59636,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,buclizine 50 MG Oral Tablet,243527,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,buclizine 6.25 MG,437226,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,brompheniramine maleate 12 MG / phenylephrine hydrochloride 15 MG Extended Release Oral Capsule,406689,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,dexchlorpheniramine maleate 0.4 MG/ML Oral Solution [Polaramine],2183909,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,24 HR terfenadine 120 MG Extended Release Oral Tablet,433803,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,12 HR chlorpheniramine maleate 4 MG / pseudoephedrine hydrochloride 60 MG Extended Release Oral Tablet,431804,RxNorm,Antihistamines (H1)
