,PASC Name Simple,HD Domain (Defined by Nature paper),CCSR CATEGORY 1,CCSR CATEGORY 1 DESCRIPTION,ICD-10-CM,ICD-10-CM Code Description,Organ Domain,Original CCSR Domain
709,Abdominal pain,"Symptoms, Signs and Abnormal Clinical and Laboratory Findings, Not Elsewhere Classified",SYM006,Abdominal pain and other digestive/abdomen signs and symptoms,R10.817,Generalized abdominal tenderness,Diseases of the Digestive System,"Symptoms, Signs and Abnormal Clinical and Laboratory Findings, Not Elsewhere Classified"
710,Abdominal pain,"Symptoms, Signs and Abnormal Clinical and Laboratory Findings, Not Elsewhere Classified",SYM006,Abdominal pain and other digestive/abdomen signs and symptoms,R10.819,"Abdominal tenderness, unspecified site",Diseases of the Digestive System,"Symptoms, Signs and Abnormal Clinical and Laboratory Findings, Not Elsewhere Classified"
711,Abdominal pain,"Symptoms, Signs and Abnormal Clinical and Laboratory Findings, Not Elsewhere Classified",SYM006,Abdominal pain and other digestive/abdomen signs and symptoms,R10.82,Rebound abdominal tenderness,Diseases of the Digestive System,"Symptoms, Signs and Abnormal Clinical and Laboratory Findings, Not Elsewhere Classified"
712,Abdominal pain,"Symptoms, Signs and Abnormal Clinical and Laboratory Findings, Not Elsewhere Classified",SYM006,Abdominal pain and other digestive/abdomen signs and symptoms,R10.821,Right upper quadrant rebound abdominal tenderness,Diseases of the Digestive System,"Symptoms, Signs and Abnormal Clinical and Laboratory Findings, Not Elsewhere Classified"
713,Abdominal pain,"Symptoms, Signs and Abnormal Clinical and Laboratory Findings, Not Elsewhere Classified",SYM006,Abdominal pain and other digestive/abdomen signs and symptoms,R10.822,Left upper quadrant rebound abdominal tenderness,Diseases of the Digestive System,"Symptoms, Signs and Abnormal Clinical and Laboratory Findings, Not Elsewhere Classified"
714,Abdominal pain,"Symptoms, Signs and Abnormal Clinical and Laboratory Findings, Not Elsewhere Classified",SYM006,Abdominal pain and other digestive/abdomen signs and symptoms,R10.823,Right lower quadrant rebound abdominal tenderness,Diseases of the Digestive System,"Symptoms, Signs and Abnormal Clinical and Laboratory Findings, Not Elsewhere Classified"
715,Abdominal pain,"Symptoms, Signs and Abnormal Clinical and Laboratory Findings, Not Elsewhere Classified",SYM006,Abdominal pain and other digestive/abdomen signs and symptoms,R10.824,Left lower quadrant rebound abdominal tenderness,Diseases of the Digestive System,"Symptoms, Signs and Abnormal Clinical and Laboratory Findings, Not Elsewhere Classified"
716,Abdominal pain,"Symptoms, Signs and Abnormal Clinical and Laboratory Findings, Not Elsewhere Classified",SYM006,Abdominal pain and other digestive/abdomen signs and symptoms,R10.825,Periumbilic rebound abdominal tenderness,Diseases of the Digestive System,"Symptoms, Signs and Abnormal Clinical and Laboratory Findings, Not Elsewhere Classified"
717,Abdominal pain,"Symptoms, Signs and Abnormal Clinical and Laboratory Findings, Not Elsewhere Classified",SYM006,Abdominal pain and other digestive/abdomen signs and symptoms,R10.826,Epigastric rebound abdominal tenderness,Diseases of the Digestive System,"Symptoms, Signs and Abnormal Clinical and Laboratory Findings, Not Elsewhere Classified"
718,Abdominal pain,"Symptoms, Signs and Abnormal Clinical and Laboratory Findings, Not Elsewhere Classified",SYM006,Abdominal pain and other digestive/abdomen signs and symptoms,R10.827,Generalized rebound abdominal tenderness,Diseases of the Digestive System,"Symptoms, Signs and Abnormal Clinical and Laboratory Findings, Not Elsewhere Classified"
719,Abdominal pain,"Symptoms, Signs and Abnormal Clinical and Laboratory Findings, Not Elsewhere Classified",SYM006,Abdominal pain and other digestive/abdomen signs and symptoms,R10.829,"Rebound abdominal tenderness, unspecified site",Diseases of the Digestive System,"Symptoms, Signs and Abnormal Clinical and Laboratory Findings, Not Elsewhere Classified"
720,Abdominal pain,"Symptoms, Signs and Abnormal Clinical and Laboratory Findings, Not Elsewhere Classified",SYM006,Abdominal pain and other digestive/abdomen signs and symptoms,R10.83,Colic,Diseases of the Digestive System,"Symptoms, Signs and Abnormal Clinical and Laboratory Findings, Not Elsewhere Classified"
721,Abdominal pain,"Symptoms, Signs and Abnormal Clinical and Laboratory Findings, Not Elsewhere Classified",SYM006,Abdominal pain and other digestive/abdomen signs and symptoms,R10.84,Generalized abdominal pain,Diseases of the Digestive System,"Symptoms, Signs and Abnormal Clinical and Laboratory Findings, Not Elsewhere Classified"
722,Abdominal pain,"Symptoms, Signs and Abnormal Clinical and Laboratory Findings, Not Elsewhere Classified",SYM006,Abdominal pain and other digestive/abdomen signs and symptoms,R10.9,Unspecified abdominal pain,Diseases of the Digestive System,"Symptoms, Signs and Abnormal Clinical and Laboratory Findings, Not Elsewhere Classified"
723,Abdominal pain,"Symptoms, Signs and Abnormal Clinical and Laboratory Findings, Not Elsewhere Classified",SYM006,Abdominal pain and other digestive/abdomen signs and symptoms,R12,Heartburn,Diseases of the Digestive System,"Symptoms, Signs and Abnormal Clinical and Laboratory Findings, Not Elsewhere Classified"
724,Abdominal pain,"Symptoms, Signs and Abnormal Clinical and Laboratory Findings, Not Elsewhere Classified",SYM006,Abdominal pain and other digestive/abdomen signs and symptoms,R13,Aphagia and dysphagia,Diseases of the Digestive System,"Symptoms, Signs and Abnormal Clinical and Laboratory Findings, Not Elsewhere Classified"
725,Abdominal pain,"Symptoms, Signs and Abnormal Clinical and Laboratory Findings, Not Elsewhere Classified",SYM006,Abdominal pain and other digestive/abdomen signs and symptoms,R13.0,Aphagia,Diseases of the Digestive System,"Symptoms, Signs and Abnormal Clinical and Laboratory Findings, Not Elsewhere Classified"
726,Abdominal pain,"Symptoms, Signs and Abnormal Clinical and Laboratory Findings, Not Elsewhere Classified",SYM006,Abdominal pain and other digestive/abdomen signs and symptoms,R13.1,Dysphagia,Diseases of the Digestive System,"Symptoms, Signs and Abnormal Clinical and Laboratory Findings, Not Elsewhere Classified"
727,Abdominal pain,"Symptoms, Signs and Abnormal Clinical and Laboratory Findings, Not Elsewhere Classified",SYM006,Abdominal pain and other digestive/abdomen signs and symptoms,R14,Flatulence and related conditions,Diseases of the Digestive System,"Symptoms, Signs and Abnormal Clinical and Laboratory Findings, Not Elsewhere Classified"
728,Abdominal pain,"Symptoms, Signs and Abnormal Clinical and Laboratory Findings, Not Elsewhere Classified",SYM006,Abdominal pain and other digestive/abdomen signs and symptoms,R14.0,Abdominal distension (gaseous),Diseases of the Digestive System,"Symptoms, Signs and Abnormal Clinical and Laboratory Findings, Not Elsewhere Classified"
729,Abdominal pain,"Symptoms, Signs and Abnormal Clinical and Laboratory Findings, Not Elsewhere Classified",SYM006,Abdominal pain and other digestive/abdomen signs and symptoms,R14.1,Gas pain,Diseases of the Digestive System,"Symptoms, Signs and Abnormal Clinical and Laboratory Findings, Not Elsewhere Classified"
730,Abdominal pain,"Symptoms, Signs and Abnormal Clinical and Laboratory Findings, Not Elsewhere Classified",SYM006,Abdominal pain and other digestive/abdomen signs and symptoms,R14.2,Eructation,Diseases of the Digestive System,"Symptoms, Signs and Abnormal Clinical and Laboratory Findings, Not Elsewhere Classified"
731,Abdominal pain,"Symptoms, Signs and Abnormal Clinical and Laboratory Findings, Not Elsewhere Classified",SYM006,Abdominal pain and other digestive/abdomen signs and symptoms,R14.3,Flatulence,Diseases of the Digestive System,"Symptoms, Signs and Abnormal Clinical and Laboratory Findings, Not Elsewhere Classified"
732,Abdominal pain,"Symptoms, Signs and Abnormal Clinical and Laboratory Findings, Not Elsewhere Classified",SYM006,Abdominal pain and other digestive/abdomen signs and symptoms,R14.8,Other,Diseases of the Digestive System,"Symptoms, Signs and Abnormal Clinical and Laboratory Findings, Not Elsewhere Classified"
733,Abdominal pain,"Symptoms, Signs and Abnormal Clinical and Laboratory Findings, Not Elsewhere Classified",SYM006,Abdominal pain and other digestive/abdomen signs and symptoms,R15,Fecal incontinence,Diseases of the Digestive System,"Symptoms, Signs and Abnormal Clinical and Laboratory Findings, Not Elsewhere Classified"
734,Abdominal pain,"Symptoms, Signs and Abnormal Clinical and Laboratory Findings, Not Elsewhere Classified",SYM006,Abdominal pain and other digestive/abdomen signs and symptoms,R15.0,Incomplete defecation,Diseases of the Digestive System,"Symptoms, Signs and Abnormal Clinical and Laboratory Findings, Not Elsewhere Classified"
735,Abdominal pain,"Symptoms, Signs and Abnormal Clinical and Laboratory Findings, Not Elsewhere Classified",SYM006,Abdominal pain and other digestive/abdomen signs and symptoms,R15.1,Fecal smearing,Diseases of the Digestive System,"Symptoms, Signs and Abnormal Clinical and Laboratory Findings, Not Elsewhere Classified"
736,Abdominal pain,"Symptoms, Signs and Abnormal Clinical and Laboratory Findings, Not Elsewhere Classified",SYM006,Abdominal pain and other digestive/abdomen signs and symptoms,R15.2,Fecal urgency,Diseases of the Digestive System,"Symptoms, Signs and Abnormal Clinical and Laboratory Findings, Not Elsewhere Classified"
737,Abdominal pain,"Symptoms, Signs and Abnormal Clinical and Laboratory Findings, Not Elsewhere Classified",SYM006,Abdominal pain and other digestive/abdomen signs and symptoms,R15.9,Full incontinence of feces,Diseases of the Digestive System,"Symptoms, Signs and Abnormal Clinical and Laboratory Findings, Not Elsewhere Classified"
738,Abdominal pain,"Symptoms, Signs and Abnormal Clinical and Laboratory Findings, Not Elsewhere Classified",SYM006,Abdominal pain and other digestive/abdomen signs and symptoms,R16,"Hepatomegaly and splenomegaly, not elsewhere classified",Diseases of the Digestive System,"Symptoms, Signs and Abnormal Clinical and Laboratory Findings, Not Elsewhere Classified"
739,Abdominal pain,"Symptoms, Signs and Abnormal Clinical and Laboratory Findings, Not Elsewhere Classified",SYM006,Abdominal pain and other digestive/abdomen signs and symptoms,R16.0,"Hepatomegaly, not elsewhere classified",Diseases of the Digestive System,"Symptoms, Signs and Abnormal Clinical and Laboratory Findings, Not Elsewhere Classified"
740,Abdominal pain,"Symptoms, Signs and Abnormal Clinical and Laboratory Findings, Not Elsewhere Classified",SYM006,Abdominal pain and other digestive/abdomen signs and symptoms,R16.1,"Splenomegaly, not elsewhere classified",Diseases of the Digestive System,"Symptoms, Signs and Abnormal Clinical and Laboratory Findings, Not Elsewhere Classified"
741,Abdominal pain,"Symptoms, Signs and Abnormal Clinical and Laboratory Findings, Not Elsewhere Classified",SYM006,Abdominal pain and other digestive/abdomen signs and symptoms,R16.2,"Hepatomegaly with splenomegaly, not elsewhere classified",Diseases of the Digestive System,"Symptoms, Signs and Abnormal Clinical and Laboratory Findings, Not Elsewhere Classified"
742,Abdominal pain,"Symptoms, Signs and Abnormal Clinical and Laboratory Findings, Not Elsewhere Classified",SYM006,Abdominal pain and other digestive/abdomen signs and symptoms,R17,Unspecified jaundice,Diseases of the Digestive System,"Symptoms, Signs and Abnormal Clinical and Laboratory Findings, Not Elsewhere Classified"
743,Abdominal pain,"Symptoms, Signs and Abnormal Clinical and Laboratory Findings, Not Elsewhere Classified",SYM006,Abdominal pain and other digestive/abdomen signs and symptoms,R18,Ascites,Diseases of the Digestive System,"Symptoms, Signs and Abnormal Clinical and Laboratory Findings, Not Elsewhere Classified"
744,Abdominal pain,"Symptoms, Signs and Abnormal Clinical and Laboratory Findings, Not Elsewhere Classified",SYM006,Abdominal pain and other digestive/abdomen signs and symptoms,R18.8,Other ascites,Diseases of the Digestive System,"Symptoms, Signs and Abnormal Clinical and Laboratory Findings, Not Elsewhere Classified"
745,Abdominal pain,"Symptoms, Signs and Abnormal Clinical and Laboratory Findings, Not Elsewhere Classified",SYM006,Abdominal pain and other digestive/abdomen signs and symptoms,R19,Other symptoms and signs involving the digestive system and abdomen,Diseases of the Digestive System,"Symptoms, Signs and Abnormal Clinical and Laboratory Findings, Not Elsewhere Classified"
746,Abdominal pain,"Symptoms, Signs and Abnormal Clinical and Laboratory Findings, Not Elsewhere Classified",SYM006,Abdominal pain and other digestive/abdomen signs and symptoms,R19.0,"Intra-abdominal and pelvic swelling, mass and lump",Diseases of the Digestive System,"Symptoms, Signs and Abnormal Clinical and Laboratory Findings, Not Elsewhere Classified"
747,Abdominal pain,"Symptoms, Signs and Abnormal Clinical and Laboratory Findings, Not Elsewhere Classified",SYM006,Abdominal pain and other digestive/abdomen signs and symptoms,R19.00,"Intra-abdominal and pelvic swelling, mass and lump, unspecified site",Diseases of the Digestive System,"Symptoms, Signs and Abnormal Clinical and Laboratory Findings, Not Elsewhere Classified"
748,Abdominal pain,"Symptoms, Signs and Abnormal Clinical and Laboratory Findings, Not Elsewhere Classified",SYM006,Abdominal pain and other digestive/abdomen signs and symptoms,R19.01,"Right upper quadrant abdominal swelling, mass and lump",Diseases of the Digestive System,"Symptoms, Signs and Abnormal Clinical and Laboratory Findings, Not Elsewhere Classified"
749,Abdominal pain,"Symptoms, Signs and Abnormal Clinical and Laboratory Findings, Not Elsewhere Classified",SYM006,Abdominal pain and other digestive/abdomen signs and symptoms,R19.02,"Left upper quadrant abdominal swelling, mass and lump",Diseases of the Digestive System,"Symptoms, Signs and Abnormal Clinical and Laboratory Findings, Not Elsewhere Classified"
750,Abdominal pain,"Symptoms, Signs and Abnormal Clinical and Laboratory Findings, Not Elsewhere Classified",SYM006,Abdominal pain and other digestive/abdomen signs and symptoms,R19.03,"Right lower quadrant abdominal swelling, mass and lump",Diseases of the Digestive System,"Symptoms, Signs and Abnormal Clinical and Laboratory Findings, Not Elsewhere Classified"
751,Abdominal pain,"Symptoms, Signs and Abnormal Clinical and Laboratory Findings, Not Elsewhere Classified",SYM006,Abdominal pain and other digestive/abdomen signs and symptoms,R19.04,"Left lower quadrant abdominal swelling, mass and lump",Diseases of the Digestive System,"Symptoms, Signs and Abnormal Clinical and Laboratory Findings, Not Elsewhere Classified"
752,Abdominal pain,"Symptoms, Signs and Abnormal Clinical and Laboratory Findings, Not Elsewhere Classified",SYM006,Abdominal pain and other digestive/abdomen signs and symptoms,R19.05,"Periumbilic swelling, mass or lump",Diseases of the Digestive System,"Symptoms, Signs and Abnormal Clinical and Laboratory Findings, Not Elsewhere Classified"
753,Abdominal pain,"Symptoms, Signs and Abnormal Clinical and Laboratory Findings, Not Elsewhere Classified",SYM006,Abdominal pain and other digestive/abdomen signs and symptoms,R19.06,"Epigastric swelling, mass or lump",Diseases of the Digestive System,"Symptoms, Signs and Abnormal Clinical and Laboratory Findings, Not Elsewhere Classified"
754,Abdominal pain,"Symptoms, Signs and Abnormal Clinical and Laboratory Findings, Not Elsewhere Classified",SYM006,Abdominal pain and other digestive/abdomen signs and symptoms,R19.07,"Generalized intra-abdominal and pelvic swelling, mass and lump",Diseases of the Digestive System,"Symptoms, Signs and Abnormal Clinical and Laboratory Findings, Not Elsewhere Classified"
755,Abdominal pain,"Symptoms, Signs and Abnormal Clinical and Laboratory Findings, Not Elsewhere Classified",SYM006,Abdominal pain and other digestive/abdomen signs and symptoms,R19.09,"Other intra-abdominal and pelvic swelling, mass and lump",Diseases of the Digestive System,"Symptoms, Signs and Abnormal Clinical and Laboratory Findings, Not Elsewhere Classified"
756,Abdominal pain,"Symptoms, Signs and Abnormal Clinical and Laboratory Findings, Not Elsewhere Classified",SYM006,Abdominal pain and other digestive/abdomen signs and symptoms,R19.1,Abnormal bowel sounds,Diseases of the Digestive System,"Symptoms, Signs and Abnormal Clinical and Laboratory Findings, Not Elsewhere Classified"
757,Abdominal pain,"Symptoms, Signs and Abnormal Clinical and Laboratory Findings, Not Elsewhere Classified",SYM006,Abdominal pain and other digestive/abdomen signs and symptoms,R19.11,Absent bowel sounds,Diseases of the Digestive System,"Symptoms, Signs and Abnormal Clinical and Laboratory Findings, Not Elsewhere Classified"
758,Abdominal pain,"Symptoms, Signs and Abnormal Clinical and Laboratory Findings, Not Elsewhere Classified",SYM006,Abdominal pain and other digestive/abdomen signs and symptoms,R19.12,Hyperactive bowel sounds,Diseases of the Digestive System,"Symptoms, Signs and Abnormal Clinical and Laboratory Findings, Not Elsewhere Classified"
759,Abdominal pain,"Symptoms, Signs and Abnormal Clinical and Laboratory Findings, Not Elsewhere Classified",SYM006,Abdominal pain and other digestive/abdomen signs and symptoms,R19.15,Other abnormal bowel sounds,Diseases of the Digestive System,"Symptoms, Signs and Abnormal Clinical and Laboratory Findings, Not Elsewhere Classified"
760,Abdominal pain,"Symptoms, Signs and Abnormal Clinical and Laboratory Findings, Not Elsewhere Classified",SYM006,Abdominal pain and other digestive/abdomen signs and symptoms,R19.2,Visible peristalsis,Diseases of the Digestive System,"Symptoms, Signs and Abnormal Clinical and Laboratory Findings, Not Elsewhere Classified"
761,Abdominal pain,"Symptoms, Signs and Abnormal Clinical and Laboratory Findings, Not Elsewhere Classified",SYM006,Abdominal pain and other digestive/abdomen signs and symptoms,R19.3,Abdominal rigidity,Diseases of the Digestive System,"Symptoms, Signs and Abnormal Clinical and Laboratory Findings, Not Elsewhere Classified"
762,Abdominal pain,"Symptoms, Signs and Abnormal Clinical and Laboratory Findings, Not Elsewhere Classified",SYM006,Abdominal pain and other digestive/abdomen signs and symptoms,R19.30,"Abdominal rigidity, unspecified site",Diseases of the Digestive System,"Symptoms, Signs and Abnormal Clinical and Laboratory Findings, Not Elsewhere Classified"
763,Abdominal pain,"Symptoms, Signs and Abnormal Clinical and Laboratory Findings, Not Elsewhere Classified",SYM006,Abdominal pain and other digestive/abdomen signs and symptoms,R19.31,Right upper quadrant abdominal rigidity,Diseases of the Digestive System,"Symptoms, Signs and Abnormal Clinical and Laboratory Findings, Not Elsewhere Classified"
764,Abdominal pain,"Symptoms, Signs and Abnormal Clinical and Laboratory Findings, Not Elsewhere Classified",SYM006,Abdominal pain and other digestive/abdomen signs and symptoms,R19.32,Left upper quadrant abdominal rigidity,Diseases of the Digestive System,"Symptoms, Signs and Abnormal Clinical and Laboratory Findings, Not Elsewhere Classified"
765,Abdominal pain,"Symptoms, Signs and Abnormal Clinical and Laboratory Findings, Not Elsewhere Classified",SYM006,Abdominal pain and other digestive/abdomen signs and symptoms,R19.33,Right lower quadrant abdominal rigidity,Diseases of the Digestive System,"Symptoms, Signs and Abnormal Clinical and Laboratory Findings, Not Elsewhere Classified"
766,Abdominal pain,"Symptoms, Signs and Abnormal Clinical and Laboratory Findings, Not Elsewhere Classified",SYM006,Abdominal pain and other digestive/abdomen signs and symptoms,R19.34,Left lower quadrant abdominal rigidity,Diseases of the Digestive System,"Symptoms, Signs and Abnormal Clinical and Laboratory Findings, Not Elsewhere Classified"
767,Abdominal pain,"Symptoms, Signs and Abnormal Clinical and Laboratory Findings, Not Elsewhere Classified",SYM006,Abdominal pain and other digestive/abdomen signs and symptoms,R19.35,Periumbilic abdominal rigidity,Diseases of the Digestive System,"Symptoms, Signs and Abnormal Clinical and Laboratory Findings, Not Elsewhere Classified"
768,Abdominal pain,"Symptoms, Signs and Abnormal Clinical and Laboratory Findings, Not Elsewhere Classified",SYM006,Abdominal pain and other digestive/abdomen signs and symptoms,R19.36,Epigastric abdominal rigidity,Diseases of the Digestive System,"Symptoms, Signs and Abnormal Clinical and Laboratory Findings, Not Elsewhere Classified"
769,Abdominal pain,"Symptoms, Signs and Abnormal Clinical and Laboratory Findings, Not Elsewhere Classified",SYM006,Abdominal pain and other digestive/abdomen signs and symptoms,R19.37,Generalized abdominal rigidity,Diseases of the Digestive System,"Symptoms, Signs and Abnormal Clinical and Laboratory Findings, Not Elsewhere Classified"
770,Abdominal pain,"Symptoms, Signs and Abnormal Clinical and Laboratory Findings, Not Elsewhere Classified",SYM006,Abdominal pain and other digestive/abdomen signs and symptoms,R19.4,Change in bowel habit,Diseases of the Digestive System,"Symptoms, Signs and Abnormal Clinical and Laboratory Findings, Not Elsewhere Classified"
771,Abdominal pain,"Symptoms, Signs and Abnormal Clinical and Laboratory Findings, Not Elsewhere Classified",SYM006,Abdominal pain and other digestive/abdomen signs and symptoms,R19.5,Other fecal abnormalities,Diseases of the Digestive System,"Symptoms, Signs and Abnormal Clinical and Laboratory Findings, Not Elsewhere Classified"
772,Abdominal pain,"Symptoms, Signs and Abnormal Clinical and Laboratory Findings, Not Elsewhere Classified",SYM006,Abdominal pain and other digestive/abdomen signs and symptoms,R19.6,Halitosis,Diseases of the Digestive System,"Symptoms, Signs and Abnormal Clinical and Laboratory Findings, Not Elsewhere Classified"
773,Abdominal pain,"Symptoms, Signs and Abnormal Clinical and Laboratory Findings, Not Elsewhere Classified",SYM006,Abdominal pain and other digestive/abdomen signs and symptoms,R19.7,"Diarrhea, unspecified",Diseases of the Digestive System,"Symptoms, Signs and Abnormal Clinical and Laboratory Findings, Not Elsewhere Classified"
774,Abdominal pain,"Symptoms, Signs and Abnormal Clinical and Laboratory Findings, Not Elsewhere Classified",SYM006,Abdominal pain and other digestive/abdomen signs and symptoms,R19.8,Other specified symptoms and signs involving the digestive system and abdomen,Diseases of the Digestive System,"Symptoms, Signs and Abnormal Clinical and Laboratory Findings, Not Elsewhere Classified"
775,Constipation,Diseases of the Digestive System,DIG025,Other specified and unspecified gastrointestinal disorders,K58.0,Irritable bowel syndrome with diarrhea,Diseases of the Digestive System,Diseases of the Digestive System
776,Constipation,Diseases of the Digestive System,DIG025,Other specified and unspecified gastrointestinal disorders,K58.1,Irritable bowel syndrome with constipation,Diseases of the Digestive System,Diseases of the Digestive System
777,Constipation,Diseases of the Digestive System,DIG025,Other specified and unspecified gastrointestinal disorders,K58.2,Mixed irritable bowel syndrome,Diseases of the Digestive System,Diseases of the Digestive System
778,Constipation,Diseases of the Digestive System,DIG025,Other specified and unspecified gastrointestinal disorders,K58.8,Other irritable bowel syndrome,Diseases of the Digestive System,Diseases of the Digestive System
779,Constipation,Diseases of the Digestive System,DIG025,Other specified and unspecified gastrointestinal disorders,K58.9,Irritable bowel syndrome without diarrhea,Diseases of the Digestive System,Diseases of the Digestive System
780,Constipation,Diseases of the Digestive System,DIG025,Other specified and unspecified gastrointestinal disorders,K59.0,Constipation,Diseases of the Digestive System,Diseases of the Digestive System
781,Constipation,Diseases of the Digestive System,DIG025,Other specified and unspecified gastrointestinal disorders,K59.00,"Constipation, unspecified",Diseases of the Digestive System,Diseases of the Digestive System
782,Constipation,Diseases of the Digestive System,DIG025,Other specified and unspecified gastrointestinal disorders,K59.01,Slow transit constipation,Diseases of the Digestive System,Diseases of the Digestive System
783,Constipation,Diseases of the Digestive System,DIG025,Other specified and unspecified gastrointestinal disorders,K59.02,Outlet dysfunction constipation,Diseases of the Digestive System,Diseases of the Digestive System
784,Constipation,Diseases of the Digestive System,DIG025,Other specified and unspecified gastrointestinal disorders,K59.03,Drug induced constipation,Diseases of the Digestive System,Diseases of the Digestive System
785,Constipation,Diseases of the Digestive System,DIG025,Other specified and unspecified gastrointestinal disorders,K59.04,Chronic idiopathic constipation,Diseases of the Digestive System,Diseases of the Digestive System
786,Constipation,Diseases of the Digestive System,DIG025,Other specified and unspecified gastrointestinal disorders,K59.09,Other constipation,Diseases of the Digestive System,Diseases of the Digestive System
787,Constipation,Diseases of the Digestive System,DIG025,Other specified and unspecified gastrointestinal disorders,K59.1,Functional diarrhea,Diseases of the Digestive System,Diseases of the Digestive System
788,Constipation,Diseases of the Digestive System,DIG025,Other specified and unspecified gastrointestinal disorders,K59.2,"Neurogenic bowel, not elsewhere classified",Diseases of the Digestive System,Diseases of the Digestive System
789,Constipation,Diseases of the Digestive System,DIG025,Other specified and unspecified gastrointestinal disorders,K59.3,"Megacolon, not elsewhere classified",Diseases of the Digestive System,Diseases of the Digestive System
790,Constipation,Diseases of the Digestive System,DIG025,Other specified and unspecified gastrointestinal disorders,K59.31,Toxic megacolon,Diseases of the Digestive System,Diseases of the Digestive System
791,Constipation,Diseases of the Digestive System,DIG025,Other specified and unspecified gastrointestinal disorders,K59.39,Other megacolon,Diseases of the Digestive System,Diseases of the Digestive System
792,Constipation,Diseases of the Digestive System,DIG025,Other specified and unspecified gastrointestinal disorders,K59.8,Other specified functional intestinal disorders,Diseases of the Digestive System,Diseases of the Digestive System
793,Constipation,Diseases of the Digestive System,DIG025,Other specified and unspecified gastrointestinal disorders,K59.81,Ogilvie syndrome,Diseases of the Digestive System,Diseases of the Digestive System
794,Constipation,Diseases of the Digestive System,DIG025,Other specified and unspecified gastrointestinal disorders,K59.89,Other specified functional intestinal disorders,Diseases of the Digestive System,Diseases of the Digestive System
795,Constipation,Diseases of the Digestive System,DIG025,Other specified and unspecified gastrointestinal disorders,K59.9,"Functional intestinal disorder, unspecified",Diseases of the Digestive System,Diseases of the Digestive System
796,Constipation,Diseases of the Digestive System,DIG025,Other specified and unspecified gastrointestinal disorders,K63.89,Other specified diseases of intestine,Diseases of the Digestive System,Diseases of the Digestive System
797,Constipation,Diseases of the Digestive System,DIG025,Other specified and unspecified gastrointestinal disorders,K63.9,"Disease of intestine, unspecified",Diseases of the Digestive System,Diseases of the Digestive System
798,Sleep disorders,"Mental, Behavioral and Neurodevelopmental Disorders",NVS016,Sleep wake disorders,F51.0,Insomnia not due to a substance or known physiological condition,Diseases of the Nervous System,Diseases of the Nervous System
799,Sleep disorders,Diseases of the Nervous System,NVS016,Sleep wake disorders,F51.01,Primary insomnia,Diseases of the Nervous System,Diseases of the Nervous System
800,Sleep disorders,Diseases of the Nervous System,NVS016,Sleep wake disorders,F51.02,Adjustment insomnia,Diseases of the Nervous System,Diseases of the Nervous System
801,Sleep disorders,Diseases of the Nervous System,NVS016,Sleep wake disorders,F51.03,Paradoxical insomnia,Diseases of the Nervous System,Diseases of the Nervous System
802,Sleep disorders,Diseases of the Nervous System,NVS016,Sleep wake disorders,F51.04,Psychophysiologic insomnia,Diseases of the Nervous System,Diseases of the Nervous System
803,Sleep disorders,Diseases of the Nervous System,NVS016,Sleep wake disorders,F51.05,Insomnia due to other mental disorder,Diseases of the Nervous System,Diseases of the Nervous System
804,Sleep disorders,Diseases of the Nervous System,NVS016,Sleep wake disorders,F51.09,Other insomnia not due to a substance or known physiological condition,Diseases of the Nervous System,Diseases of the Nervous System
805,Sleep disorders,"Mental, Behavioral and Neurodevelopmental Disorders",NVS016,Sleep wake disorders,F51.1,Hypersomnia not due to a substance or known physiological condition,Diseases of the Nervous System,Diseases of the Nervous System
806,Sleep disorders,Diseases of the Nervous System,NVS016,Sleep wake disorders,F51.11,Primary hypersomnia,Diseases of the Nervous System,Diseases of the Nervous System
807,Sleep disorders,Diseases of the Nervous System,NVS016,Sleep wake disorders,F51.12,Insufficient sleep syndrome,Diseases of the Nervous System,Diseases of the Nervous System
808,Sleep disorders,Diseases of the Nervous System,NVS016,Sleep wake disorders,F51.13,Hypersomnia due to other mental disorder,Diseases of the Nervous System,Diseases of the Nervous System
809,Sleep disorders,Diseases of the Nervous System,NVS016,Sleep wake disorders,F51.19,Other hypersomnia not due to a substance or known physiological condition,Diseases of the Nervous System,Diseases of the Nervous System
810,Sleep disorders,Diseases of the Nervous System,NVS016,Sleep wake disorders,F51.3,Sleepwalking [somnambulism],Diseases of the Nervous System,Diseases of the Nervous System
811,Sleep disorders,Diseases of the Nervous System,NVS016,Sleep wake disorders,F51.4,Sleep terrors [night terrors],Diseases of the Nervous System,Diseases of the Nervous System
812,Sleep disorders,Diseases of the Nervous System,NVS016,Sleep wake disorders,F51.5,Nightmare disorder,Diseases of the Nervous System,Diseases of the Nervous System
813,Sleep disorders,Diseases of the Nervous System,NVS016,Sleep wake disorders,F51.8,Other sleep disorders not due to a substance or known physiological condition,Diseases of the Nervous System,Diseases of the Nervous System
814,Sleep disorders,Diseases of the Nervous System,NVS016,Sleep wake disorders,F51.9,"Sleep disorder not due to a substance or known physiological condition, unspecified",Diseases of the Nervous System,Diseases of the Nervous System
815,Sleep disorders,Diseases of the Nervous System,NVS016,Sleep wake disorders,G47,Sleep disorders,Diseases of the Nervous System,Diseases of the Nervous System
816,Sleep disorders,Diseases of the Nervous System,NVS016,Sleep wake disorders,G47.0,Insomnia,Diseases of the Nervous System,Diseases of the Nervous System
